location,timestamp,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed
beijing,2025-04-24 14:54:33,114,1016.8963425881999,27.82936413030535,22.28905106479626,18.006747691760243,15.116944321718778,67.56511459902727,32.52751735044812,4.100727577948777,161.09245517493378,7.303633596378049
beijing,2025-04-24 14:54:35,114,1013.5302878438216,26.396250365578172,20.451969804808265,14.095997338437002,14.472623427836991,68.03236571950441,77.43149760625725,8.734458562402725,172.7815690507656,9.393542222338944
beijing,2025-04-24 15:17:01,114,1020.9565533438027,23.60215336603091,22.314154917782485,20.251119931622394,13.665440441848576,63.48793008695184,52.315905771574066,8.03270740163865,169.59822986985188,7.635368687804185
beijing,2025-04-24 15:17:03,114,1012.0509435731547,25.138402649182698,20.995708941236813,17.877683611599995,16.277785601512807,54.98285338794365,76.00298668025079,9.115824554104265,162.770515957794,14.233900422606302
beijing,2025-04-24 15:48:20,114,1014.402162648922,23.47339692786759,20.463160320734154,20.71022549429342,15.070496154383038,87.09691660731546,24.950819981729357,5.667288319413611,172.6570644670921,20.763826242743697
beijing,2025-04-24 15:48:20,114,1015.1419395581161,25.440032378732216,20.63529789728082,19.674601636883228,17.95384743521098,75.12602412638284,53.26018675159197,4.917118303343331,137.9262626496213,0.1987169219649605
beijing,2025-04-24 16:16:54,114,1012.4500559421082,23.410089600143824,21.99578548649371,17.07772542257919,15.3075107107513,84.53500904231913,34.22261522214274,8.268045155355122,198.4351372051207,11.864211716318348
beijing,2025-04-24 16:16:55,114,1016.0404944921924,27.68131673139422,19.998812381528374,14.490064736801681,18.21612091315132,56.93728300644714,9.86303709707699,6.17894618692595,72.54741660075454,8.809513779575747
beijing,2025-04-24 16:17:51,114,1006.7221362492269,25.78992132905384,20.85492218588394,19.02529617490021,14.797535193940567,78.75696020464346,28.453680926208833,6.814951086353707,168.4028159978812,11.634382648754277
beijing,2025-04-24 16:24:18,114,1013.3134561989729,24.60787147715172,24.959139498821493,17.1414976472645,16.719765168054114,83.11619064978686,34.186276370733665,6.1215154355650645,203.47285324921512,9.47756105946075
beijing,2025-04-24 16:24:20,114,1015.2966762335641,23.771049620519005,21.324181305980645,17.60018613678803,13.647300774613178,60.524360457751214,63.16485143592518,2.7748743659148647,244.1539319887752,9.397383683317871
beijing,2025-04-24 16:54:19,114,1010.3291688776998,23.790170450360726,22.209030612626755,17.071072519540127,17.925956821491035,68.2407061430437,41.589544616761216,5.47491305686466,213.6985261683667,6.539983493592871
beijing,2025-04-24 16:54:20,114,1014.0900246947251,21.662781336607082,22.82245869290091,18.391242833639932,12.21326383588626,58.87511820276367,58.14390723583344,6.092031775958307,137.22865854396542,21.44078321079041
beijing,2025-04-24 17:24:19,114,1013.1791596232925,28.41757536557963,25.260638908283745,18.158102357348923,14.731010523250202,71.30283536687337,74.35466834253012,6.66609865104085,195.88093729306505,15.434434461490671
beijing,2025-04-24 17:24:21,114,1013.1912920515282,24.062388610528085,21.99364273313789,19.199388163089935,12.639054672338354,61.12458584479113,53.11689213157377,8.186445676571683,191.59875109314336,17.18716077772329
beijing,2025-04-24 18:04:53,114,1007.5118650532428,25.04843893384802,23.41341365059514,21.182224131965462,16.119713457515484,62.37421286905684,20.882505138327602,6.31589327276342,222.08591533422714,14.857883212761315
beijing,2025-04-24 18:04:54,114,1014.9679218299859,25.74764547475989,21.22802160701604,18.01634817811126,11.346384539933464,73.11811468806792,41.82270067111139,7.0585558338617815,147.19098401382269,9.152049329724955
beijing,2025-04-24 18:36:50,114,1019.9689949832862,27.64031504597437,22.33606683830998,20.45101309986513,15.238819112108143,80.9989000425464,57.4315372582701,6.156264422908799,214.4154163703237,12.947190052170571
beijing,2025-04-24 18:36:50,114,1013.9592358799201,24.593328464949316,22.37922500824388,17.886381044282427,13.69742109953508,63.35378405347964,37.76665890027354,6.060292339214674,237.03309662616326,4.301151309533847
beijing,2025-04-24 19:06:50,114,1003.541757205536,28.95556711898546,22.76571615101635,16.685467651281257,15.842861338702457,73.59170170233308,64.44082170630963,6.090589304513627,86.02527035105071,7.4911916759270305
beijing,2025-04-24 19:06:51,114,1014.6127475527151,24.79894994997051,20.339910895731663,22.764842028833385,16.1204763389352,56.797522542096246,41.62415753712692,6.838470184494919,130.32146611360275,8.029845998493506
beijing,2025-04-24 19:36:51,114,1003.6203523409134,29.672126838624656,21.372781030598023,19.184288556719867,16.434611864881756,70.71851390665127,35.23010869919599,6.786173630633017,235.2994815304784,8.757936280001148
beijing,2025-04-24 19:36:51,114,1014.3387596149348,28.57740675390773,22.64837129572966,18.966179587360312,18.042053218441758,77.74746918712728,48.5878859620596,7.485997762058486,158.00021799251377,10.079734963041886
beijing,2025-04-24 20:06:52,114,1015.9194626392888,27.134700263657706,19.643515444102057,16.82808577187543,18.975859024830218,71.94436286678074,50.802362545234914,7.220056751219646,259.207396757235,11.8269083183527
beijing,2025-04-24 20:06:52,114,1004.7575358431163,24.02125444899688,25.324153065418198,16.736558273382553,13.96338772099435,82.42204341082925,50.73958517884296,2.4332109672464424,186.7750719448692,11.226037126510116
beijing,2025-04-24 20:36:52,114,1005.0971152838451,31.575747850619024,23.408290447722845,15.741232939952633,14.297938366637734,59.72033559012948,36.77047810978315,3.494164198356403,149.5525779392356,9.887851449612004
beijing,2025-04-24 20:36:52,114,1012.7880992832837,22.789862872404846,19.50770204994492,17.493798042913724,14.459726874408387,63.18509205452632,35.69948586307209,5.589937206007651,204.79258611684136,13.041769241266543
beijing,2025-04-24 21:06:53,114,1019.5253996287151,30.34362025459986,22.692232388641585,18.18685390463257,15.832079084892177,88.48566635099115,25.253470072769687,4.700621309277536,222.14672527431202,4.583431193875461
beijing,2025-04-24 21:06:53,114,1000.6780919726648,29.02279630994311,24.15081400261912,17.600998495777034,13.846111526336385,54.99765085010264,36.39629957490108,4.668594836215394,200.54280402120094,11.714392864202477
beijing,2025-04-24 21:36:54,114,1011.4071128580882,29.25428174113944,23.24628875265431,18.478665732977692,15.050166069908236,66.26012478382843,64.76786318725993,5.668958065874003,229.15792598211902,10.178943056201817
beijing,2025-04-24 21:36:54,114,1011.5205832646895,25.845063526501484,20.795564867287816,20.733000588456104,13.558175999752534,61.47714903090557,65.79758010798619,5.617490714259307,206.11696543184462,11.429871539646332
beijing,2025-04-24 22:06:54,114,1010.2137934756003,27.496831352596395,22.23216323215991,15.050808222412483,19.225391156601813,75.24057133731958,21.561919885713028,7.8883408596272755,169.90234375607528,17.82262672858236
beijing,2025-04-24 22:06:55,114,1011.6074231731179,24.249330724517733,23.640931259833295,19.911370040316026,16.469384703690093,69.48259041694028,70.76551670876167,6.136682998659856,163.6664513837609,6.730273467487903
beijing,2025-04-24 22:42:57,114,1008.5140807093903,25.2132479132224,18.97816515041655,15.755627506228384,18.86488288637255,79.52370145936918,43.034035897439786,5.610956603724651,112.68297392278238,6.54935480146763
beijing,2025-04-24 22:43:00,114,1012.782218353268,28.17469924731024,22.55948022260969,16.690466086842488,13.65010226240149,72.59238208624204,62.536154870196924,2.694223661089916,149.57876376813522,15.891602271874003
beijing,2025-04-24 22:53:04,114,1017.5286935542105,24.519740214607605,23.175579195661328,16.497027364573167,13.522189022387058,59.65477954713127,52.209552555405146,6.322886747542597,241.06514098559856,13.701660564886495
beijing,2025-04-24 22:54:59,114,1013.8141272450881,17.021780609810953,20.90233106118039,17.7864522576105,14.673099500536223,57.12775623449929,69.62990666975242,5.898930425653454,200.83556539885302,12.61835845520143
beijing,2025-04-24 22:55:02,114,1009.3441039977887,24.674708683799796,22.481266426344234,19.784522261938605,16.30960597182692,62.619959118016375,97.4788117265226,3.1306720846310028,129.65730983640012,8.702014728808063
beijing,2025-04-24 22:55:08,114,1018.6628443205911,28.699107831050412,22.37131831230652,19.602439930898313,14.240924373569554,73.83168132773476,43.821218050408895,1.6321131739611667,150.31297863141475,14.252805373636932
beijing,2025-04-24 22:55:11,114,1006.5520836682119,21.0639869433451,22.157477311271478,16.78095128732184,13.522851183672639,75.59013214591036,38.98409144418333,8.74212731975651,162.1855830274998,3.8713440566582094
beijing,2025-04-24 23:12:37,114,1006.9021041325565,21.770796504974548,19.22939144562984,18.002911450954905,14.624613415243697,81.21148355957716,50.471046292825164,9.083277513656629,151.38138090958992,4.823704487004516
beijing,2025-04-24 23:12:39,114,1011.9824776197968,27.65139601858244,24.266251963063688,19.79101280589864,15.807491809270214,67.38087611436474,85.46493550901945,3.9495999699607163,204.77324982944347,6.568352917698384
beijing,2025-04-24 23:38:13,114,1007.8319003846449,25.436090523320978,21.365181112305564,20.957231696705396,15.481937181208185,62.98932559853207,60.90859765238941,5.907977341799393,215.55577586554574,12.120231709231138
beijing,2025-04-24 23:39:14,114,1009.7830320403929,21.578214983801367,20.476388632563296,17.10332201399245,14.23182468071818,65.40668907879392,21.529395849985388,6.182582812646091,146.73831870587483,2.670865974453278
beijing,2025-04-24 23:40:04,114,1006.8913914981619,35.06213151359351,21.765633988178447,18.722723217735307,14.74302127273331,76.05442277685425,61.6487395653897,5.34909915200335,203.16333247996124,9.739350483212917
beijing,2025-04-24 23:40:04,114,1023.0890201041016,29.605574825368294,22.7929043779792,18.348771566991545,16.991962481513216,68.7981931899755,31.49993072761737,8.748383741880982,202.52949263768735,15.808847485499964
